date,bairro,mare_m,chuva_mm,lat,lon,altitude,vulnerabilidade,densidade_pop,tipo_bairro,ocorrencias
2024-04-08,São José,1.033,0.0,-8.05691,-34.881803,6,0.62,12900,urbano_denso,0
2024-04-08,Torre,1.033,0.3,-8.045156,-34.903216,15,0.42,7600,urbano_medio,0
2024-04-08,Várzea,1.033,0.0,-8.040835,-34.952983,55,0.35,6200,altitude,2
2024-04-09,Afogados,1.275,0.0,-8.052839,-34.919348,4,0.78,16700,ribeirinho,3
2024-04-09,Apipucos,1.275,0.0,-8.030764,-34.94233,50,0.28,4800,altitude,1
2024-04-09,Boa Viagem,1.275,0.0,-8.122358,-34.896821,5,0.45,9800,litoraneo,3
2024-04-09,Brasília Teimosa,1.275,0.0,-8.089217,-34.87971,2,0.82,18500,litoraneo,2
2024-04-09,Casa Forte,1.275,0.0,-8.019379,-34.924226,45,0.25,5400,altitude,0
2024-04-09,Coelhos,1.275,0.0,-8.063611,-34.872248,3,0.72,14300,ribeirinho,0
2024-04-09,Cordeiro,1.275,0.0,-8.050993,-34.938638,25,0.48,8700,urbano_medio,1
2024-04-09,Ibura,1.275,0.0,-8.119172,-34.944056,12,0.75,17500,urbano_denso,0
2024-04-09,Ilha Joana Bezerra,1.275,0.0,-8.064475,-34.897238,2,0.85,19200,ribeirinho,1
2024-04-09,Madalena,1.275,0.0,-8.054497,-34.914952,10,0.52,9800,urbano_medio,0
2024-04-09,Pina,1.275,0.0,-8.086059,-34.882824,3,0.68,12200,litoraneo,0
2024-04-09,Santo Amaro,1.275,0.0,-8.047363,-34.883738,8,0.65,13800,urbano_denso,1
2024-04-09,São José,1.275,0.0,-8.057024,-34.88187,6,0.62,12900,urbano_denso,2
2024-04-09,Torre,1.275,0.0,-8.044901,-34.903462,15,0.42,7600,urbano_medio,2
2024-04-09,Várzea,1.275,0.0,-8.040671,-34.953604,55,0.35,6200,altitude,0
2024-04-10,Afogados,1.3,32.5,-8.052891,-34.918601,4,0.78,16700,ribeirinho,2
2024-04-10,Apipucos,1.3,23.1,-8.028832,-34.943377,50,0.28,4800,altitude,0
2024-04-10,Boa Viagem,1.3,18.68,-8.122432,-34.898415,5,0.45,9800,litoraneo,0
2024-04-10,Brasília Teimosa,1.3,0.8,-8.089808,-34.879293,2,0.82,18500,litoraneo,0
2024-04-10,Casa Forte,1.3,4.5,-8.019195,-34.924635,45,0.25,5400,altitude,2
2024-04-10,Coelhos,1.3,0.0,-8.063439,-34.87214,3,0.72,14300,ribeirinho,1
2024-04-10,Cordeiro,1.3,2.9,-8.049931,-34.938203,25,0.48,8700,urbano_medio,2
2024-04-10,Ibura,1.3,11.53,-8.119152,-34.945017,12,0.75,17500,urbano_denso,3
2024-04-10,Ilha Joana Bezerra,1.3,21.7,-8.064955,-34.896214,2,0.85,19200,ribeirinho,2
2024-04-10,Madalena,1.3,17.35,-8.054192,-34.914437,10,0.52,9800,urbano_medio,1
2024-04-10,Pina,1.3,15.2,-8.086102,-34.882988,3,0.68,12200,litoraneo,3
2024-04-10,Santo Amaro,1.3,16.3,-8.047778,-34.883829,8,0.65,13800,urbano_denso,1
2024-04-10,São José,1.3,0.0,-8.057114,-34.881847,6,0.62,12900,urbano_denso,0
2024-04-10,Torre,1.3,0.0,-8.045209,-34.902623,15,0.42,7600,urbano_medio,0
2024-04-10,Várzea,1.3,0.0,-8.041162,-34.953794,55,0.35,6200,altitude,0
2024-04-11,Afogados,1.3,10.4,-8.052399,-34.919374,4,0.78,16700,ribeirinho,0
2024-04-11,Apipucos,1.3,0.0,-8.030837,-34.943227,50,0.28,4800,altitude,1
2024-04-11,Boa Viagem,1.3,0.28,-8.122941,-34.897552,5,0.45,9800,litoraneo,0
2024-04-11,Brasília Teimosa,1.3,0.0,-8.08931,-34.879221,2,0.82,18500,litoraneo,0
2024-04-11,Casa Forte,1.3,0.0,-8.019129,-34.924771,45,0.25,5400,altitude,0
2024-04-11,Coelhos,1.3,0.0,-8.063606,-34.870801,3,0.72,14300,ribeirinho,0
2024-04-11,Cordeiro,1.3,1.0,-8.050586,-34.936961,25,0.48,8700,urbano_medio,2
2024-04-11,Ibura,1.3,0.67,-8.11966,-34.944136,12,0.75,17500,urbano_denso,0
2024-04-11,Ilha Joana Bezerra,1.3,42.1,-8.064683,-34.897893,2,0.85,19200,ribeirinho,1
2024-04-11,Madalena,1.3,10.45,-8.055286,-34.914578,10,0.52,9800,urbano_medio,0
2024-04-11,Pina,1.3,0.0,-8.085984,-34.882418,3,0.68,12200,litoraneo,2
2024-04-11,Santo Amaro,1.3,4.0,-8.047248,-34.884763,8,0.65,13800,urbano_denso,0
2024-04-11,São José,1.3,0.0,-8.056905,-34.882219,6,0.62,12900,urbano_denso,1
2024-04-11,Torre,1.3,0.0,-8.045708,-34.903259,15,0.42,7600,urbano_medio,1
2024-04-11,Várzea,1.3,0.0,-8.040799,-34.952947,55,0.35,6200,altitude,1
2024-04-12,Afogados,1.325,2.57,-8.052775,-34.918668,4,0.78,16700,ribeirinho,3
2024-04-12,Apipucos,1.325,0.7,-8.030514,-34.943477,50,0.28,4800,altitude,1
2024-04-12,Boa Viagem,1.325,0.9,-8.122767,-34.898033,5,0.45,9800,litoraneo,4
2024-04-12,Brasília Teimosa,1.325,0.0,-8.089271,-34.879865,2,0.82,18500,litoraneo,4
2024-04-12,Casa Forte,1.325,1.17,-8.018472,-34.924938,45,0.25,5400,altitude,1
2024-04-12,Coelhos,1.325,0.0,-8.064007,-34.872068,3,0.72,14300,ribeirinho,1
2024-04-12,Cordeiro,1.325,1.6,-8.050631,-34.938018,25,0.48,8700,urbano_medio,0
2024-04-12,Ibura,1.325,2.23,-8.118437,-34.944817,12,0.75,17500,urbano_denso,2
2024-04-12,Ilha Joana Bezerra,1.325,0.0,-8.065944,-34.896947,2,0.85,19200,ribeirinho,1
2024-04-12,Madalena,1.325,2.0,-8.054186,-34.915296,10,0.52,9800,urbano_medio,0
2024-04-12,Pina,1.325,1.3,-8.085617,-34.883037,3,0.68,12200,litoraneo,0
2024-04-12,Santo Amaro,1.325,2.0,-8.046663,-34.884035,8,0.65,13800,urbano_denso,1
2024-04-12,São José,1.325,0.0,-8.057467,-34.881929,6,0.62,12900,urbano_denso,2
2024-04-12,Torre,1.325,6.2,-8.045529,-34.902477,15,0.42,7600,urbano_medio,0
2024-04-12,Várzea,1.325,0.0,-8.041323,-34.953846,55,0.35,6200,altitude,1
2024-04-13,Afogados,1.325,0.7,-8.053852,-34.919584,4,0.78,16700,ribeirinho,2
2024-04-13,Apipucos,1.325,0.0,-8.030092,-34.942909,50,0.28,4800,altitude,0
2024-04-13,Boa Viagem,1.325,0.25,-8.122542,-34.897853,5,0.45,9800,litoraneo,1
2024-04-13,Brasília Teimosa,1.325,0.0,-8.089501,-34.879888,2,0.82,18500,litoraneo,2
2024-04-13,Casa Forte,1.325,2.47,-8.018061,-34.925113,45,0.25,5400,altitude,2
2024-04-13,Coelhos,1.325,0.0,-8.063188,-34.870872,3,0.72,14300,ribeirinho,3
2024-04-13,Cordeiro,1.325,0.0,-8.050864,-34.938457,25,0.48,8700,urbano_medio,0
2024-04-13,Ibura,1.325,4.63,-8.119093,-34.944599,12,0.75,17500,urbano_denso,1
2024-04-13,Ilha Joana Bezerra,1.325,9.0,-8.065029,-34.896455,2,0.85,19200,ribeirinho,0
2024-04-13,Madalena,1.325,2.65,-8.055024,-34.914896,10,0.52,9800,urbano_medio,2
2024-04-13,Pina,1.325,11.0,-8.085483,-34.883315,3,0.68,12200,litoraneo,2
2024-04-13,Santo Amaro,1.325,1.0,-8.047251,-34.883914,8,0.65,13800,urbano_denso,1
2024-04-13,São José,1.325,0.0,-8.056385,-34.881336,6,0.62,12900,urbano_denso,0
2024-04-13,Torre,1.325,1.0,-8.046362,-34.902126,15,0.42,7600,urbano_medio,0
2024-04-13,Várzea,1.325,0.0,-8.040073,-34.954306,55,0.35,6200,altitude,3
2024-04-14,Afogados,1.325,1.4,-8.052574,-34.918476,4,0.78,16700,ribeirinho,1
2024-04-14,Apipucos,1.325,0.0,-8.03,-34.942538,50,0.28,4800,altitude,1
2024-04-14,Boa Viagem,1.325,4.45,-8.123581,-34.896478,5,0.45,9800,litoraneo,2
2024-04-14,Brasília Teimosa,1.325,0.0,-8.089181,-34.879738,2,0.82,18500,litoraneo,1
2024-04-14,Casa Forte,1.325,6.67,-8.019303,-34.925044,45,0.25,5400,altitude,0
2024-04-14,Coelhos,1.325,0.0,-8.063487,-34.871822,3,0.72,14300,ribeirinho,1
2024-04-14,Cordeiro,1.325,0.0,-8.050834,-34.93769,25,0.48,8700,urbano_medio,1
2024-04-14,Ibura,1.325,4.63,-8.118809,-34.944947,12,0.75,17500,urbano_denso,1
2024-04-14,Ilha Joana Bezerra,1.325,0.0,-8.064473,-34.896064,2,0.85,19200,ribeirinho,2
2024-04-14,Madalena,1.325,2.15,-8.054519,-34.914886,10,0.52,9800,urbano_medio,0
2024-04-14,Pina,1.325,1.2,-8.084825,-34.883039,3,0.68,12200,litoraneo,2
2024-04-14,Santo Amaro,1.325,5.4,-8.047019,-34.882923,8,0.65,13800,urbano_denso,1
2024-04-14,São José,1.325,0.0,-8.057797,-34.881843,6,0.62,12900,urbano_denso,1
2024-04-14,Torre,1.325,5.7,-8.045667,-34.901753,15,0.42,7600,urbano_medio,1
2024-04-14,Várzea,1.325,0.0,-8.041506,-34.953858,55,0.35,6200,altitude,0
2024-04-15,Afogados,1.35,10.5,-8.053599,-34.919516,4,0.78,16700,ribeirinho,1
2024-04-15,Apipucos,1.35,0.0,-8.029821,-34.943971,50,0.28,4800,altitude,0
2024-04-15,Boa Viagem,1.35,4.85,-8.123065,-34.898551,5,0.45,9800,litoraneo,3
2024-04-15,Brasília Teimosa,1.35,0.0,-8.088898,-34.880751,2,0.82,18500,litoraneo,1
2024-04-15,Casa Forte,1.35,3.93,-8.018362,-34.925375,45,0.25,5400,altitude,2
2024-04-15,Coelhos,1.35,1.5,-8.063591,-34.871699,3,0.72,14300,ribeirinho,2
2024-04-15,Cordeiro,1.35,2.8,-8.050932,-34.938038,25,0.48,8700,urbano_medio,0
2024-04-15,Ibura,1.35,3.4,-8.119418,-34.945208,12,0.75,17500,urbano_denso,0
2024-04-15,Ilha Joana Bezerra,1.35,0.0,-8.065191,-34.897402,2,0.85,19200,ribeirinho,1
2024-04-15,Madalena,1.35,1.85,-8.054955,-34.915588,10,0.52,9800,urbano_medio,2
2024-04-15,Pina,1.35,0.0,-8.086099,-34.882828,3,0.68,12200,litoraneo,1
2024-04-15,Santo Amaro,1.35,14.0,-8.046667,-34.883557,8,0.65,13800,urbano_denso,1
2024-04-15,São José,1.35,0.0,-8.05663,-34.882297,6,0.62,12900,urbano_denso,1
2024-04-15,Torre,1.35,26.4,-8.04603,-34.902399,15,0.42,7600,urbano_medio,1
2024-04-15,Várzea,1.35,0.0,-8.040047,-34.95329,55,0.35,6200,altitude,0
2024-04-16,Afogados,1.35,10.17,-8.053292,-34.918624,4,0.78,16700,ribeirinho,3
2024-04-16,Apipucos,1.35,60.2,-8.029396,-34.942895,50,0.28,4800,altitude,3
2024-04-16,Boa Viagem,1.35,25.45,-8.122403,-34.897673,5,0.45,9800,litoraneo,2
2024-04-16,Brasília Teimosa,1.35,21.4,-8.088157,-34.880358,2,0.82,18500,litoraneo,4
2024-04-16,Casa Forte,1.35,4.67,-8.019985,-34.924738,45,0.25,5400,altitude,0
2024-04-16,Coelhos,1.35,5.2,-8.064088,-34.871165,3,0.72,14300,ribeirinho,3
2024-04-16,Cordeiro,1.35,13.8,-8.050951,-34.938218,25,0.48,8700,urbano_medio,0
2024-04-16,Ibura,1.35,57.13,-8.118682,-34.945572,12,0.75,17500,urbano_denso,0
2024-04-16,Ilha Joana Bezerra,1.35,2.6,-8.064671,-34.896954,2,0.85,19200,ribeirinho,1
2024-04-16,Madalena,1.35,27.75,-8.054609,-34.91519,10,0.52,9800,urbano_medio,1
2024-04-16,Pina,1.35,32.8,-8.085108,-34.883076,3,0.68,12200,litoraneo,2
2024-04-16,Santo Amaro,1.35,12.1,-8.04664,-34.883132,8,0.65,13800,urbano_denso,2
2024-04-16,São José,1.35,0.0,-8.057063,-34.882363,6,0.62,12900,urbano_denso,0
2024-04-16,Torre,1.35,19.7,-8.045253,-34.902597,15,0.42,7600,urbano_medio,0
2024-04-16,Várzea,1.35,0.0,-8.041083,-34.952904,55,0.35,6200,altitude,2
2024-04-17,Afogados,1.6,11.6,-8.052975,-34.918587,4,0.78,16700,ribeirinho,2
2024-04-17,Apipucos,1.6,9.8,-8.030047,-34.943238,50,0.28,4800,altitude,1
2024-04-17,Boa Viagem,1.6,1.68,-8.123427,-34.897566,5,0.45,9800,litoraneo,1
2024-04-17,Brasília Teimosa,1.6,4.0,-8.089013,-34.878917,2,0.82,18500,litoraneo,1
2024-04-17,Casa Forte,1.6,1.0,-8.019497,-34.925542,45,0.25,5400,altitude,1
2024-04-17,Coelhos,1.6,4.5,-8.062948,-34.871064,3,0.72,14300,ribeirinho,5
2024-04-17,Cordeiro,1.6,21.4,-8.050535,-34.938348,25,0.48,8700,urbano_medio,3
2024-04-17,Ibura,1.6,8.47,-8.119281,-34.945228,12,0.75,17500,urbano_denso,1
2024-04-17,Ilha Joana Bezerra,1.6,12.4,-8.064477,-34.896915,2,0.85,19200,ribeirinho,4
2024-04-17,Madalena,1.6,6.25,-8.054254,-34.915085,10,0.52,9800,urbano_medio,2
2024-04-17,Pina,1.6,19.9,-8.085707,-34.88308,3,0.68,12200,litoraneo,3
2024-04-17,Santo Amaro,1.6,0.0,-8.04744,-34.883601,8,0.65,13800,urbano_denso,0
2024-04-17,São José,1.6,0.0,-8.057485,-34.882125,6,0.62,12900,urbano_denso,0
2024-04-17,Torre,1.6,8.5,-8.044314,-34.903489,15,0.42,7600,urbano_medio,0
2024-04-17,Várzea,1.6,0.0,-8.041788,-34.953544,55,0.35,6200,altitude,0
2024-04-18,Afogados,1.3,5.73,-8.052102,-34.919248,4,0.78,16700,ribeirinho,0
2024-04-18,Apipucos,1.3,0.0,-8.030828,-34.943043,50,0.28,4800,altitude,0
2024-04-18,Boa Viagem,1.3,0.0,-8.122653,-34.897257,5,0.45,9800,litoraneo,1
2024-04-18,Brasília Teimosa,1.3,0.0,-8.088971,-34.878778,2,0.82,18500,litoraneo,3
2024-04-18,Casa Forte,1.3,0.37,-8.019379,-34.924605,45,0.25,5400,altitude,1
2024-04-18,Coelhos,1.3,0.0,-8.063268,-34.871755,3,0.72,14300,ribeirinho,0
2024-04-18,Cordeiro,1.3,0.3,-8.051268,-34.936416,25,0.48,8700,urbano_medio,0
2024-04-18,Ibura,1.3,0.1,-8.118971,-34.944862,12,0.75,17500,urbano_denso,0
2024-04-18,Ilha Joana Bezerra,1.3,0.0,-8.064871,-34.897102,2,0.85,19200,ribeirinho,0
2024-04-18,Madalena,1.3,0.0,-8.055314,-34.913983,10,0.52,9800,urbano_medio,1
2024-04-18,Pina,1.3,0.0,-8.085625,-34.883451,3,0.68,12200,litoraneo,5
2024-04-18,Santo Amaro,1.3,0.0,-8.046401,-34.884256,8,0.65,13800,urbano_denso,1
2024-04-18,São José,1.3,0.0,-8.056799,-34.881863,6,0.62,12900,urbano_denso,0
2024-04-18,Torre,1.3,0.0,-8.04535,-34.902487,15,0.42,7600,urbano_medio,0
2024-04-18,Várzea,1.3,0.0,-8.040416,-34.952941,55,0.35,6200,altitude,3
2024-04-19,Afogados,1.275,0.0,-8.051545,-34.918609,4,0.78,16700,ribeirinho,1
2024-04-19,Apipucos,1.275,0.0,-8.030428,-34.942871,50,0.28,4800,altitude,0
2024-04-19,Boa Viagem,1.275,0.38,-8.123478,-34.897751,5,0.45,9800,litoraneo,1
2024-04-19,Brasília Teimosa,1.275,0.0,-8.089137,-34.879725,2,0.82,18500,litoraneo,0
2024-04-19,Casa Forte,1.275,0.07,-8.019576,-34.924718,45,0.25,5400,altitude,0
2024-04-19,Coelhos,1.275,0.0,-8.063876,-34.871894,3,0.72,14300,ribeirinho,3
2024-04-19,Cordeiro,1.275,0.0,-8.051338,-34.937926,25,0.48,8700,urbano_medio,1
2024-04-19,Ibura,1.275,1.3,-8.118461,-34.944594,12,0.75,17500,urbano_denso,1
2024-04-19,Ilha Joana Bezerra,1.275,0.0,-8.064615,-34.897249,2,0.85,19200,ribeirinho,1
2024-04-19,Madalena,1.275,0.95,-8.05504,-34.914604,10,0.52,9800,urbano_medio,0
2024-04-19,Pina,1.275,1.8,-8.085263,-34.883431,3,0.68,12200,litoraneo,1
2024-04-19,Santo Amaro,1.275,6.0,-8.046336,-34.883841,8,0.65,13800,urbano_denso,1
2024-04-19,São José,1.275,0.0,-8.057678,-34.881303,6,0.62,12900,urbano_denso,3
2024-04-19,Torre,1.275,7.3,-8.046596,-34.902464,15,0.42,7600,urbano_medio,2
2024-04-19,Várzea,1.275,0.0,-8.041037,-34.954279,55,0.35,6200,altitude,0
2024-04-20,Afogados,1.3,6.37,-8.052797,-34.91877,4,0.78,16700,ribeirinho,0
2024-04-20,Apipucos,1.3,0.0,-8.030146,-34.943194,50,0.28,4800,altitude,2
2024-04-20,Boa Viagem,1.3,0.45,-8.122567,-34.897646,5,0.45,9800,litoraneo,2
2024-04-20,Brasília Teimosa,1.3,0.1,-8.090059,-34.879312,2,0.82,18500,litoraneo,0
2024-04-20,Casa Forte,1.3,0.8,-8.019692,-34.924627,45,0.25,5400,altitude,0
2024-04-20,Coelhos,1.3,0.5,-8.063099,-34.871728,3,0.72,14300,ribeirinho,1
2024-04-20,Cordeiro,1.3,9.5,-8.051362,-34.938763,25,0.48,8700,urbano_medio,0
2024-04-20,Ibura,1.3,2.0,-8.118505,-34.944195,12,0.75,17500,urbano_denso,1
2024-04-20,Ilha Joana Bezerra,1.3,18.2,-8.065181,-34.896982,2,0.85,19200,ribeirinho,4
2024-04-20,Madalena,1.3,1.0,-8.054608,-34.914369,10,0.52,9800,urbano_medio,3
2024-04-20,Pina,1.3,0.9,-8.086161,-34.883801,3,0.68,12200,litoraneo,4
2024-04-20,Santo Amaro,1.3,3.0,-8.047465,-34.883782,8,0.65,13800,urbano_denso,0
2024-04-20,São José,1.3,0.0,-8.05688,-34.88257,6,0.62,12900,urbano_denso,0
2024-04-20,Torre,1.3,1.6,-8.045781,-34.902181,15,0.42,7600,urbano_medio,1
2024-04-20,Várzea,1.3,0.0,-8.040674,-34.953822,55,0.35,6200,altitude,0
2024-04-21,Afogados,1.3,14.07,-8.053192,-34.919169,4,0.78,16700,ribeirinho,3
2024-04-21,Apipucos,1.3,35.3,-8.029266,-34.943152,50,0.28,4800,altitude,1
2024-04-21,Boa Viagem,1.3,11.32,-8.122818,-34.897996,5,0.45,9800,litoraneo,4
2024-04-21,Brasília Teimosa,1.3,19.35,-8.089113,-34.879444,2,0.82,18500,litoraneo,2
2024-04-21,Casa Forte,1.3,15.63,-8.018694,-34.924961,45,0.25,5400,altitude,0
2024-04-21,Coelhos,1.3,15.0,-8.063849,-34.871531,3,0.72,14300,ribeirinho,1
2024-04-21,Cordeiro,1.3,11.4,-8.049777,-34.937053,25,0.48,8700,urbano_medio,0
2024-04-21,Ibura,1.3,7.03,-8.118911,-34.944923,12,0.75,17500,urbano_denso,2
2024-04-21,Ilha Joana Bezerra,1.3,0.0,-8.064803,-34.898466,2,0.85,19200,ribeirinho,1
2024-04-21,Madalena,1.3,35.0,-8.053499,-34.915449,10,0.52,9800,urbano_medio,1
2024-04-21,Pina,1.3,6.9,-8.085409,-34.882225,3,0.68,12200,litoraneo,0
2024-04-21,Santo Amaro,1.3,31.0,-8.047312,-34.88437,8,0.65,13800,urbano_denso,0
2024-04-21,São José,1.3,0.0,-8.057611,-34.88206,6,0.62,12900,urbano_denso,0
2024-04-21,Torre,1.3,32.7,-8.045539,-34.902854,15,0.42,7600,urbano_medio,0
2024-04-21,Várzea,1.3,0.0,-8.040488,-34.953744,55,0.35,6200,altitude,0
2024-04-22,Afogados,1.3,2.63,-8.052833,-34.919404,4,0.78,16700,ribeirinho,1
2024-04-22,Apipucos,1.3,0.0,-8.030999,-34.943207,50,0.28,4800,altitude,0
2024-04-22,Boa Viagem,1.3,1.15,-8.123608,-34.897665,5,0.45,9800,litoraneo,2
2024-04-22,Brasília Teimosa,1.3,1.9,-8.08907,-34.878061,2,0.82,18500,litoraneo,2
2024-04-22,Casa Forte,1.3,0.7,-8.019007,-34.923162,45,0.25,5400,altitude,0
2024-04-22,Coelhos,1.3,1.5,-8.063991,-34.871254,3,0.72,14300,ribeirinho,2
2024-04-22,Cordeiro,1.3,0.0,-8.050535,-34.937494,25,0.48,8700,urbano_medio,0
2024-04-22,Ibura,1.3,6.5,-8.119784,-34.945141,12,0.75,17500,urbano_denso,1
2024-04-22,Ilha Joana Bezerra,1.3,0.0,-8.064395,-34.896859,2,0.85,19200,ribeirinho,4
2024-04-22,Madalena,1.3,18.75,-8.055132,-34.914103,10,0.52,9800,urbano_medio,1
2024-04-22,Pina,1.3,6.2,-8.085517,-34.883722,3,0.68,12200,litoraneo,1
2024-04-22,Santo Amaro,1.3,0.0,-8.046304,-34.884092,8,0.65,13800,urbano_denso,1
2024-04-22,São José,1.3,0.0,-8.056669,-34.881828,6,0.62,12900,urbano_denso,0
2024-04-22,Torre,1.3,0.0,-8.045556,-34.902718,15,0.42,7600,urbano_medio,1
2024-04-22,Várzea,1.3,0.0,-8.040931,-34.953657,55,0.35,6200,altitude,0
2024-04-23,Afogados,1.033,0.0,-8.052656,-34.919881,4,0.78,16700,ribeirinho,0
2024-04-23,Apipucos,1.033,0.0,-8.029699,-34.942615,50,0.28,4800,altitude,1
2024-04-23,Boa Viagem,1.033,0.22,-8.122218,-34.897972,5,0.45,9800,litoraneo,0
2024-04-23,Brasília Teimosa,1.033,0.0,-8.087868,-34.87904,2,0.82,18500,litoraneo,2
2024-04-23,Casa Forte,1.033,0.07,-8.01871,-34.92402,45,0.25,5400,altitude,0
2024-04-23,Coelhos,1.033,0.0,-8.06398,-34.871698,3,0.72,14300,ribeirinho,2
2024-04-23,Cordeiro,1.033,0.0,-8.050648,-34.938183,25,0.48,8700,urbano_medio,0
2024-04-23,Ibura,1.033,2.7,-8.117404,-34.945421,12,0.75,17500,urbano_denso,1
2024-04-23,Ilha Joana Bezerra,1.033,0.0,-8.064622,-34.897137,2,0.85,19200,ribeirinho,1
2024-04-23,Madalena,1.033,0.6,-8.05368,-34.914049,10,0.52,9800,urbano_medio,0
2024-04-23,Pina,1.033,0.3,-8.085354,-34.883446,3,0.68,12200,litoraneo,2
2024-04-23,Santo Amaro,1.033,0.0,-8.046973,-34.884003,8,0.65,13800,urbano_denso,0
2024-04-23,São José,1.033,0.0,-8.057362,-34.882817,6,0.62,12900,urbano_denso,1
2024-04-23,Torre,1.033,1.8,-8.045965,-34.903239,15,0.42,7600,urbano_medio,0
2024-04-23,Várzea,1.033,0.0,-8.041396,-34.953558,55,0.35,6200,altitude,1
2024-04-24,Afogados,1.3,0.0,-8.05326,-34.918725,4,0.78,16700,ribeirinho,3
2024-04-24,Apipucos,1.3,0.6,-8.03021,-34.942891,50,0.28,4800,altitude,0
2024-04-24,Boa Viagem,1.3,3.15,-8.123167,-34.897489,5,0.45,9800,litoraneo,2
2024-04-24,Brasília Teimosa,1.3,0.0,-8.089196,-34.879664,2,0.82,18500,litoraneo,3
2024-04-24,Casa Forte,1.3,0.0,-8.018555,-34.925322,45,0.25,5400,altitude,1
2024-04-24,Coelhos,1.3,0.2,-8.064486,-34.871391,3,0.72,14300,ribeirinho,1
2024-04-24,Cordeiro,1.3,2.5,-8.051329,-34.938267,25,0.48,8700,urbano_medio,0
2024-04-24,Ibura,1.3,1.97,-8.118027,-34.94446,12,0.75,17500,urbano_denso,0
2024-04-24,Ilha Joana Bezerra,1.3,0.0,-8.064993,-34.897311,2,0.85,19200,ribeirinho,1
2024-04-24,Madalena,1.3,0.0,-8.053698,-34.915699,10,0.52,9800,urbano_medio,0
2024-04-24,Pina,1.3,2.7,-8.085455,-34.883459,3,0.68,12200,litoraneo,2
2024-04-24,Santo Amaro,1.3,1.9,-8.04801,-34.883097,8,0.65,13800,urbano_denso,1
2024-04-24,São José,1.3,0.0,-8.057125,-34.882317,6,0.62,12900,urbano_denso,4
2024-04-24,Torre,1.3,3.8,-8.045477,-34.903646,15,0.42,7600,urbano_medio,0
2024-04-24,Várzea,1.3,0.0,-8.040612,-34.953255,55,0.35,6200,altitude,0
2024-04-25,Afogados,1.3,3.23,-8.052202,-34.919682,4,0.78,16700,ribeirinho,2
2024-04-25,Apipucos,1.3,0.0,-8.029881,-34.94299,50,0.28,4800,altitude,2
2024-04-25,Boa Viagem,1.3,0.78,-8.123205,-34.897985,5,0.45,9800,litoraneo,1
2024-04-25,Brasília Teimosa,1.3,6.1,-8.088949,-34.880078,2,0.82,18500,litoraneo,2
2024-04-25,Casa Forte,1.3,0.27,-8.018767,-34.924584,45,0.25,5400,altitude,1
2024-04-25,Coelhos,1.3,3.6,-8.063364,-34.870881,3,0.72,14300,ribeirinho,2
2024-04-25,Cordeiro,1.3,0.0,-8.050488,-34.937463,25,0.48,8700,urbano_medio,2
2024-04-25,Ibura,1.3,1.03,-8.118539,-34.944008,12,0.75,17500,urbano_denso,3
2024-04-25,Ilha Joana Bezerra,1.3,0.0,-8.064588,-34.896177,2,0.85,19200,ribeirinho,1
2024-04-25,Madalena,1.3,1.2,-8.054749,-34.915053,10,0.52,9800,urbano_medio,0
2024-04-25,Pina,1.3,0.0,-8.084372,-34.882653,3,0.68,12200,litoraneo,1
2024-04-25,Santo Amaro,1.3,5.1,-8.0476,-34.88494,8,0.65,13800,urbano_denso,1
2024-04-25,São José,1.3,0.0,-8.056753,-34.88224,6,0.62,12900,urbano_denso,1
2024-04-25,Torre,1.3,10.2,-8.046221,-34.903054,15,0.42,7600,urbano_medio,1
2024-04-25,Várzea,1.3,0.0,-8.0411,-34.953822,55,0.35,6200,altitude,1
2024-04-26,Afogados,1.325,3.7,-8.052985,-34.918852,4,0.78,16700,ribeirinho,0
2024-04-26,Apipucos,1.325,12.5,-8.030351,-34.943735,50,0.28,4800,altitude,1
2024-04-26,Boa Viagem,1.325,10.05,-8.1227,-34.897611,5,0.45,9800,litoraneo,0
2024-04-26,Brasília Teimosa,1.325,14.35,-8.089117,-34.880403,2,0.82,18500,litoraneo,1
2024-04-26,Casa Forte,1.325,1.47,-8.018571,-34.925004,45,0.25,5400,altitude,0
2024-04-26,Coelhos,1.325,7.2,-8.064516,-34.871509,3,0.72,14300,ribeirinho,2
2024-04-26,Cordeiro,1.325,6.9,-8.050858,-34.937923,25,0.48,8700,urbano_medio,3
2024-04-26,Ibura,1.325,15.3,-8.119277,-34.944067,12,0.75,17500,urbano_denso,1
2024-04-26,Ilha Joana Bezerra,1.325,10.7,-8.064343,-34.897537,2,0.85,19200,ribeirinho,3
2024-04-26,Madalena,1.325,15.5,-8.054849,-34.914452,10,0.52,9800,urbano_medio,0
2024-04-26,Pina,1.325,42.7,-8.085919,-34.883247,3,0.68,12200,litoraneo,1
2024-04-26,Santo Amaro,1.325,7.5,-8.047025,-34.883297,8,0.65,13800,urbano_denso,0
2024-04-26,São José,1.325,0.0,-8.057286,-34.882298,6,0.62,12900,urbano_denso,0
2024-04-26,Torre,1.325,8.6,-8.046072,-34.903285,15,0.42,7600,urbano_medio,0
2024-04-26,Várzea,1.325,0.0,-8.040757,-34.95353,55,0.35,6200,altitude,0
2024-04-27,Afogados,1.325,5.27,-8.052851,-34.919032,4,0.78,16700,ribeirinho,0
2024-04-27,Apipucos,1.325,0.0,-8.030721,-34.943289,50,0.28,4800,altitude,1
