date,bairro,lat,lon,altitude,vulnerabilidade,densidade_pop,chuva_mm,mare_m,ocorrencias,tipo_bairro
2025-02-27 00:00:00+00:00,Boa Viagem,-8.122932,-34.896681,5,0.45,9800,7.37,1.5,0,litoraneo
2025-02-28 00:00:00+00:00,Boa Viagem,-8.122273,-34.897142,5,0.45,9800,2.9,1.555,1,litoraneo
2025-03-01 00:00:00+00:00,Boa Viagem,-8.122808,-34.897259,5,0.45,9800,20.83,1.524,0,litoraneo
2025-03-02 00:00:00+00:00,Boa Viagem,-8.122875,-34.897949,5,0.45,9800,11.51,1.454,1,litoraneo
2025-03-03 00:00:00+00:00,Boa Viagem,-8.123349,-34.896654,5,0.45,9800,18.36,1.685,1,litoraneo
2025-03-04 00:00:00+00:00,Boa Viagem,-8.122735,-34.89672,5,0.45,9800,55.63,1.747,0,litoraneo
2025-03-05 00:00:00+00:00,Boa Viagem,-8.12252,-34.898343,5,0.45,9800,6.25,1.779,1,litoraneo
2025-03-06 00:00:00+00:00,Boa Viagem,-8.124242,-34.897703,5,0.45,9800,18.9,1.81,3,litoraneo
2025-03-07 00:00:00+00:00,Boa Viagem,-8.122158,-34.897404,5,0.45,9800,37.23,1.825,3,litoraneo
2025-03-08 00:00:00+00:00,Boa Viagem,-8.123332,-34.897471,5,0.45,9800,11.17,2.004,1,litoraneo
2025-03-09 00:00:00+00:00,Boa Viagem,-8.123002,-34.897786,5,0.45,9800,17.41,1.882,3,litoraneo
2025-03-10 00:00:00+00:00,Boa Viagem,-8.123001,-34.898302,5,0.45,9800,11.67,1.647,2,litoraneo
2025-03-11 00:00:00+00:00,Boa Viagem,-8.122646,-34.8981,5,0.45,9800,18.66,1.776,1,litoraneo
2025-03-12 00:00:00+00:00,Boa Viagem,-8.122553,-34.898187,5,0.45,9800,24.44,1.819,0,litoraneo
2025-03-13 00:00:00+00:00,Boa Viagem,-8.123028,-34.897782,5,0.45,9800,18.06,1.681,3,litoraneo
2025-03-14 00:00:00+00:00,Boa Viagem,-8.12235,-34.897467,5,0.45,9800,36.29,1.693,1,litoraneo
2025-03-15 00:00:00+00:00,Boa Viagem,-8.122467,-34.898177,5,0.45,9800,11.96,1.62,3,litoraneo
2025-03-16 00:00:00+00:00,Boa Viagem,-8.12314,-34.897321,5,0.45,9800,12.95,1.436,2,litoraneo
2025-03-17 00:00:00+00:00,Boa Viagem,-8.122311,-34.897834,5,0.45,9800,40.19,1.292,1,litoraneo
2025-03-18 00:00:00+00:00,Boa Viagem,-8.122496,-34.898209,5,0.45,9800,22.99,1.297,2,litoraneo
2025-03-19 00:00:00+00:00,Boa Viagem,-8.122571,-34.897202,5,0.45,9800,63.8,1.386,1,litoraneo
2025-03-20 00:00:00+00:00,Boa Viagem,-8.122238,-34.897711,5,0.45,9800,18.52,1.278,1,litoraneo
2025-03-21 00:00:00+00:00,Boa Viagem,-8.122335,-34.898263,5,0.45,9800,19.75,1.269,2,litoraneo
2025-03-22 00:00:00+00:00,Boa Viagem,-8.122488,-34.897858,5,0.45,9800,79.31,1.372,1,litoraneo
2025-03-23 00:00:00+00:00,Boa Viagem,-8.122971,-34.898666,5,0.45,9800,7.87,1.299,1,litoraneo
2025-03-24 00:00:00+00:00,Boa Viagem,-8.122547,-34.898704,5,0.45,9800,56.41,1.392,1,litoraneo
2025-03-25 00:00:00+00:00,Boa Viagem,-8.12303,-34.897241,5,0.45,9800,41.23,1.322,0,litoraneo
2025-03-26 00:00:00+00:00,Boa Viagem,-8.122251,-34.897928,5,0.45,9800,42.99,1.38,4,litoraneo
2025-03-27 00:00:00+00:00,Boa Viagem,-8.122581,-34.898771,5,0.45,9800,9.52,1.345,2,litoraneo
2025-03-28 00:00:00+00:00,Boa Viagem,-8.123132,-34.897742,5,0.45,9800,22.57,1.377,1,litoraneo
2025-03-29 00:00:00+00:00,Boa Viagem,-8.123207,-34.897983,5,0.45,9800,9.9,1.594,1,litoraneo
2025-03-30 00:00:00+00:00,Boa Viagem,-8.122647,-34.89758,5,0.45,9800,29.65,1.625,1,litoraneo
2025-03-31 00:00:00+00:00,Boa Viagem,-8.12314,-34.897554,5,0.45,9800,21.39,1.723,3,litoraneo
2025-04-01 00:00:00+00:00,Boa Viagem,-8.122731,-34.897514,5,0.45,9800,19.83,1.857,0,litoraneo
2025-04-02 00:00:00+00:00,Boa Viagem,-8.123308,-34.897732,5,0.45,9800,13.35,1.786,2,litoraneo
2025-04-03 00:00:00+00:00,Boa Viagem,-8.122536,-34.898287,5,0.45,9800,18.72,1.886,2,litoraneo
2025-04-04 00:00:00+00:00,Boa Viagem,-8.123031,-34.897349,5,0.45,9800,30.8,1.815,2,litoraneo
2025-04-05 00:00:00+00:00,Boa Viagem,-8.123423,-34.898149,5,0.45,9800,18.71,1.852,2,litoraneo
2025-04-06 00:00:00+00:00,Boa Viagem,-8.1225,-34.897876,5,0.45,9800,24.23,1.885,2,litoraneo
2025-04-07 00:00:00+00:00,Boa Viagem,-8.122303,-34.897281,5,0.45,9800,18.5,1.724,2,litoraneo
2025-04-08 00:00:00+00:00,Boa Viagem,-8.123814,-34.897448,5,0.45,9800,12.91,1.923,1,litoraneo
2025-04-09 00:00:00+00:00,Boa Viagem,-8.12214,-34.89689,5,0.45,9800,71.56,1.865,0,litoraneo
2025-04-10 00:00:00+00:00,Boa Viagem,-8.12319,-34.898672,5,0.45,9800,28.56,1.825,1,litoraneo
2025-04-11 00:00:00+00:00,Boa Viagem,-8.122712,-34.898434,5,0.45,9800,12.81,1.797,3,litoraneo
2025-04-12 00:00:00+00:00,Boa Viagem,-8.122696,-34.897516,5,0.45,9800,53.78,1.676,1,litoraneo
2025-04-13 00:00:00+00:00,Boa Viagem,-8.12359,-34.897727,5,0.45,9800,14.88,1.712,2,litoraneo
2025-04-14 00:00:00+00:00,Boa Viagem,-8.12263,-34.897984,5,0.45,9800,14.8,1.327,1,litoraneo
2025-04-15 00:00:00+00:00,Boa Viagem,-8.122821,-34.897549,5,0.45,9800,34.51,1.453,0,litoraneo
2025-04-16 00:00:00+00:00,Boa Viagem,-8.12313,-34.897558,5,0.45,9800,22.76,1.468,3,litoraneo
2025-04-17 00:00:00+00:00,Boa Viagem,-8.123046,-34.899427,5,0.45,9800,30.38,1.328,1,litoraneo
2025-04-18 00:00:00+00:00,Boa Viagem,-8.123209,-34.89829,5,0.45,9800,133.13,1.203,4,litoraneo
2025-04-19 00:00:00+00:00,Boa Viagem,-8.122739,-34.897191,5,0.45,9800,31.99,1.288,3,litoraneo
2025-04-20 00:00:00+00:00,Boa Viagem,-8.12283,-34.897509,5,0.45,9800,29.29,1.338,1,litoraneo
2025-04-21 00:00:00+00:00,Boa Viagem,-8.122817,-34.896728,5,0.45,9800,29.84,1.318,2,litoraneo
2025-04-22 00:00:00+00:00,Boa Viagem,-8.12269,-34.898126,5,0.45,9800,63.57,1.177,1,litoraneo
2025-04-23 00:00:00+00:00,Boa Viagem,-8.123052,-34.897954,5,0.45,9800,23.19,1.281,1,litoraneo
2025-04-24 00:00:00+00:00,Boa Viagem,-8.123421,-34.898052,5,0.45,9800,48.49,1.181,2,litoraneo
2025-04-25 00:00:00+00:00,Boa Viagem,-8.122771,-34.897576,5,0.45,9800,15.74,1.285,2,litoraneo
2025-04-26 00:00:00+00:00,Boa Viagem,-8.123195,-34.897459,5,0.45,9800,22.52,1.457,0,litoraneo
2025-04-27 00:00:00+00:00,Boa Viagem,-8.122801,-34.897769,5,0.45,9800,37.19,1.56,2,litoraneo
2025-04-28 00:00:00+00:00,Boa Viagem,-8.122871,-34.897613,5,0.45,9800,7.63,1.471,0,litoraneo
2025-04-29 00:00:00+00:00,Boa Viagem,-8.122571,-34.897997,5,0.45,9800,46.62,1.493,1,litoraneo
2025-04-30 00:00:00+00:00,Boa Viagem,-8.122997,-34.898136,5,0.45,9800,14.25,1.615,0,litoraneo
2025-05-01 00:00:00+00:00,Boa Viagem,-8.123598,-34.89835,5,0.45,9800,24.38,1.703,0,litoraneo
2025-05-02 00:00:00+00:00,Boa Viagem,-8.121901,-34.897247,5,0.45,9800,54.0,1.693,1,litoraneo
2025-05-03 00:00:00+00:00,Boa Viagem,-8.122631,-34.898435,5,0.45,9800,25.27,1.745,3,litoraneo
2025-05-04 00:00:00+00:00,Boa Viagem,-8.123115,-34.898737,5,0.45,9800,48.3,1.892,2,litoraneo
2025-05-05 00:00:00+00:00,Boa Viagem,-8.123665,-34.89805,5,0.45,9800,25.05,1.798,1,litoraneo
2025-05-06 00:00:00+00:00,Boa Viagem,-8.122842,-34.898587,5,0.45,9800,25.9,1.84,3,litoraneo
2025-05-07 00:00:00+00:00,Boa Viagem,-8.123356,-34.898058,5,0.45,9800,23.67,1.802,4,litoraneo
2025-05-08 00:00:00+00:00,Boa Viagem,-8.123151,-34.897413,5,0.45,9800,12.78,1.815,0,litoraneo
2025-05-09 00:00:00+00:00,Boa Viagem,-8.122332,-34.897204,5,0.45,9800,24.97,1.839,2,litoraneo
2025-05-10 00:00:00+00:00,Boa Viagem,-8.123382,-34.897069,5,0.45,9800,20.8,1.661,1,litoraneo
2025-05-11 00:00:00+00:00,Boa Viagem,-8.122658,-34.897838,5,0.45,9800,19.12,1.734,2,litoraneo
2025-05-12 00:00:00+00:00,Boa Viagem,-8.122504,-34.89805,5,0.45,9800,37.88,1.636,2,litoraneo
2025-05-13 00:00:00+00:00,Boa Viagem,-8.121908,-34.897097,5,0.45,9800,41.5,1.402,2,litoraneo
2025-05-14 00:00:00+00:00,Boa Viagem,-8.12243,-34.898655,5,0.45,9800,29.35,1.441,2,litoraneo
2025-05-15 00:00:00+00:00,Boa Viagem,-8.123261,-34.898277,5,0.45,9800,17.98,1.274,1,litoraneo
2025-05-16 00:00:00+00:00,Boa Viagem,-8.123183,-34.898771,5,0.45,9800,29.87,1.368,1,litoraneo
2025-05-17 00:00:00+00:00,Boa Viagem,-8.12239,-34.897898,5,0.45,9800,23.65,1.375,0,litoraneo
2025-05-18 00:00:00+00:00,Boa Viagem,-8.122441,-34.897587,5,0.45,9800,26.61,1.341,2,litoraneo
2025-05-19 00:00:00+00:00,Boa Viagem,-8.122364,-34.897638,5,0.45,9800,20.56,1.086,0,litoraneo
2025-05-20 00:00:00+00:00,Boa Viagem,-8.122795,-34.898468,5,0.45,9800,34.79,1.155,0,litoraneo
2025-05-21 00:00:00+00:00,Boa Viagem,-8.122844,-34.898027,5,0.45,9800,8.25,1.225,2,litoraneo
2025-05-22 00:00:00+00:00,Boa Viagem,-8.12362,-34.898074,5,0.45,9800,35.92,1.132,2,litoraneo
2025-05-23 00:00:00+00:00,Boa Viagem,-8.123255,-34.897452,5,0.45,9800,26.12,1.07,0,litoraneo
2025-05-24 00:00:00+00:00,Boa Viagem,-8.121954,-34.898963,5,0.45,9800,18.17,1.139,0,litoraneo
2025-05-25 00:00:00+00:00,Boa Viagem,-8.12131,-34.897856,5,0.45,9800,17.16,1.257,1,litoraneo
2025-05-26 00:00:00+00:00,Boa Viagem,-8.123548,-34.897806,5,0.45,9800,53.32,1.382,2,litoraneo
2025-05-27 00:00:00+00:00,Boa Viagem,-8.122607,-34.898388,5,0.45,9800,20.49,1.363,1,litoraneo
2025-05-28 00:00:00+00:00,Boa Viagem,-8.12295,-34.898451,5,0.45,9800,36.59,1.315,0,litoraneo
2025-05-29 00:00:00+00:00,Boa Viagem,-8.12243,-34.897736,5,0.45,9800,10.17,1.58,3,litoraneo
2025-05-30 00:00:00+00:00,Boa Viagem,-8.122724,-34.897946,5,0.45,9800,16.7,1.641,2,litoraneo
2025-05-31 00:00:00+00:00,Boa Viagem,-8.122253,-34.898203,5,0.45,9800,15.64,1.682,5,litoraneo
2025-06-01 00:00:00+00:00,Boa Viagem,-8.123474,-34.898249,5,0.45,9800,16.56,1.541,1,litoraneo
2025-06-02 00:00:00+00:00,Boa Viagem,-8.121954,-34.897027,5,0.45,9800,30.37,1.613,2,litoraneo
2025-06-03 00:00:00+00:00,Boa Viagem,-8.122685,-34.898219,5,0.45,9800,7.76,1.531,1,litoraneo
2025-06-04 00:00:00+00:00,Boa Viagem,-8.123339,-34.89812,5,0.45,9800,15.58,1.622,1,litoraneo
2025-06-05 00:00:00+00:00,Boa Viagem,-8.122514,-34.897502,5,0.45,9800,17.91,1.668,1,litoraneo
2025-06-06 00:00:00+00:00,Boa Viagem,-8.122504,-34.897859,5,0.45,9800,19.4,1.562,1,litoraneo
2025-06-07 00:00:00+00:00,Boa Viagem,-8.123344,-34.89652,5,0.45,9800,33.28,1.542,2,litoraneo
2025-06-08 00:00:00+00:00,Boa Viagem,-8.122584,-34.898159,5,0.45,9800,52.97,1.547,1,litoraneo
2025-06-09 00:00:00+00:00,Boa Viagem,-8.122005,-34.89787,5,0.45,9800,5.37,1.384,0,litoraneo
2025-06-10 00:00:00+00:00,Boa Viagem,-8.123015,-34.898451,5,0.45,9800,20.95,1.289,2,litoraneo
2025-06-11 00:00:00+00:00,Boa Viagem,-8.123719,-34.897351,5,0.45,9800,17.59,1.432,1,litoraneo
2025-06-12 00:00:00+00:00,Boa Viagem,-8.123299,-34.898677,5,0.45,9800,18.26,1.341,1,litoraneo
2025-06-13 00:00:00+00:00,Boa Viagem,-8.122242,-34.897684,5,0.45,9800,71.67,1.361,2,litoraneo
2025-06-14 00:00:00+00:00,Boa Viagem,-8.12304,-34.897815,5,0.45,9800,29.57,1.126,2,litoraneo
2025-06-15 00:00:00+00:00,Boa Viagem,-8.121844,-34.897218,5,0.45,9800,20.32,1.254,0,litoraneo
2025-06-16 00:00:00+00:00,Boa Viagem,-8.123159,-34.896945,5,0.45,9800,44.47,1.054,0,litoraneo
2025-06-17 00:00:00+00:00,Boa Viagem,-8.122938,-34.898136,5,0.45,9800,57.3,1.086,0,litoraneo
2025-06-18 00:00:00+00:00,Boa Viagem,-8.122302,-34.898089,5,0.45,9800,10.13,0.951,0,litoraneo
2025-06-19 00:00:00+00:00,Boa Viagem,-8.122415,-34.898064,5,0.45,9800,39.93,1.062,0,litoraneo
2025-06-20 00:00:00+00:00,Boa Viagem,-8.123176,-34.897731,5,0.45,9800,22.55,1.024,0,litoraneo
2025-06-21 00:00:00+00:00,Boa Viagem,-8.122127,-34.897078,5,0.45,9800,20.64,1.052,2,litoraneo
2025-06-22 00:00:00+00:00,Boa Viagem,-8.122818,-34.898227,5,0.45,9800,26.53,1.043,1,litoraneo
2025-06-23 00:00:00+00:00,Boa Viagem,-8.122231,-34.8976,5,0.45,9800,43.31,1.085,1,litoraneo
2025-06-24 00:00:00+00:00,Boa Viagem,-8.122828,-34.897673,5,0.45,9800,26.8,1.038,0,litoraneo
2025-06-25 00:00:00+00:00,Boa Viagem,-8.122922,-34.897368,5,0.45,9800,15.7,1.141,1,litoraneo
2025-06-26 00:00:00+00:00,Boa Viagem,-8.122624,-34.897572,5,0.45,9800,18.03,1.085,1,litoraneo
2025-06-27 00:00:00+00:00,Boa Viagem,-8.122316,-34.897601,5,0.45,9800,23.74,1.34,1,litoraneo
2025-06-28 00:00:00+00:00,Boa Viagem,-8.121823,-34.897457,5,0.45,9800,38.76,1.375,1,litoraneo
2025-06-29 00:00:00+00:00,Boa Viagem,-8.123577,-34.897467,5,0.45,9800,48.3,1.445,0,litoraneo
2025-06-30 00:00:00+00:00,Boa Viagem,-8.122434,-34.897173,5,0.45,9800,20.98,1.374,2,litoraneo
2025-07-01 00:00:00+00:00,Boa Viagem,-8.12319,-34.898126,5,0.45,9800,34.4,1.632,3,litoraneo
2025-07-02 00:00:00+00:00,Boa Viagem,-8.121915,-34.8977,5,0.45,9800,18.91,1.316,0,litoraneo
2025-07-03 00:00:00+00:00,Boa Viagem,-8.123239,-34.898504,5,0.45,9800,58.69,1.411,2,litoraneo
2025-07-04 00:00:00+00:00,Boa Viagem,-8.123429,-34.89736,5,0.45,9800,19.94,1.471,0,litoraneo
2025-07-05 00:00:00+00:00,Boa Viagem,-8.123735,-34.898259,5,0.45,9800,22.07,1.546,1,litoraneo
2025-07-06 00:00:00+00:00,Boa Viagem,-8.122563,-34.897452,5,0.45,9800,12.97,1.536,1,litoraneo
2025-07-07 00:00:00+00:00,Boa Viagem,-8.123039,-34.897822,5,0.45,9800,17.21,1.348,0,litoraneo
2025-07-08 00:00:00+00:00,Boa Viagem,-8.122438,-34.898687,5,0.45,9800,44.33,1.167,2,litoraneo
2025-07-09 00:00:00+00:00,Boa Viagem,-8.124411,-34.897602,5,0.45,9800,14.69,1.203,2,litoraneo
2025-07-10 00:00:00+00:00,Boa Viagem,-8.123947,-34.897649,5,0.45,9800,23.06,1.056,2,litoraneo
2025-07-11 00:00:00+00:00,Boa Viagem,-8.122993,-34.898836,5,0.45,9800,34.86,1.176,0,litoraneo
2025-07-12 00:00:00+00:00,Boa Viagem,-8.123394,-34.896806,5,0.45,9800,40.95,0.988,0,litoraneo
2025-07-13 00:00:00+00:00,Boa Viagem,-8.122207,-34.898746,5,0.45,9800,22.34,0.921,1,litoraneo
2025-07-14 00:00:00+00:00,Boa Viagem,-8.122643,-34.897979,5,0.45,9800,15.44,1.009,0,litoraneo
2025-07-15 00:00:00+00:00,Boa Viagem,-8.122942,-34.898813,5,0.45,9800,33.22,0.798,1,litoraneo
2025-07-16 00:00:00+00:00,Boa Viagem,-8.122426,-34.897651,5,0.45,9800,24.69,0.835,1,litoraneo
2025-07-17 00:00:00+00:00,Boa Viagem,-8.122729,-34.896963,5,0.45,9800,28.84,0.796,2,litoraneo
2025-07-18 00:00:00+00:00,Boa Viagem,-8.121616,-34.897989,5,0.45,9800,35.69,0.73,0,litoraneo
2025-07-19 00:00:00+00:00,Boa Viagem,-8.123357,-34.89867,5,0.45,9800,9.86,0.755,1,litoraneo
2025-07-20 00:00:00+00:00,Boa Viagem,-8.123442,-34.897808,5,0.45,9800,39.8,0.617,0,litoraneo
2025-07-21 00:00:00+00:00,Boa Viagem,-8.122929,-34.897661,5,0.45,9800,50.51,0.91,2,litoraneo
2025-07-22 00:00:00+00:00,Boa Viagem,-8.122894,-34.897976,5,0.45,9800,12.71,0.779,0,litoraneo
2025-07-23 00:00:00+00:00,Boa Viagem,-8.123759,-34.898536,5,0.45,9800,15.61,0.848,0,litoraneo
2025-07-24 00:00:00+00:00,Boa Viagem,-8.12244,-34.89689,5,0.45,9800,27.17,0.897,1,litoraneo
2025-07-25 00:00:00+00:00,Boa Viagem,-8.121808,-34.897794,5,0.45,9800,21.58,1.063,1,litoraneo
2025-07-26 00:00:00+00:00,Boa Viagem,-8.122962,-34.897833,5,0.45,9800,27.9,1.178,0,litoraneo
2025-07-27 00:00:00+00:00,Boa Viagem,-8.122709,-34.898217,5,0.45,9800,28.59,0.965,0,litoraneo
2025-07-28 00:00:00+00:00,Boa Viagem,-8.122082,-34.898152,5,0.45,9800,7.06,1.196,1,litoraneo
2025-07-29 00:00:00+00:00,Boa Viagem,-8.121817,-34.89782,5,0.45,9800,11.69,1.217,1,litoraneo
2025-07-30 00:00:00+00:00,Boa Viagem,-8.123494,-34.897915,5,0.45,9800,42.51,1.173,2,litoraneo
2025-07-31 00:00:00+00:00,Boa Viagem,-8.123158,-34.897239,5,0.45,9800,20.7,1.278,0,litoraneo
2025-08-01 00:00:00+00:00,Boa Viagem,-8.122289,-34.897082,5,0.45,9800,15.21,1.254,1,litoraneo
2025-08-02 00:00:00+00:00,Boa Viagem,-8.121757,-34.897661,5,0.45,9800,11.72,1.217,0,litoraneo
2025-08-03 00:00:00+00:00,Boa Viagem,-8.122875,-34.898187,5,0.45,9800,46.83,1.216,1,litoraneo
2025-08-04 00:00:00+00:00,Boa Viagem,-8.122767,-34.898564,5,0.45,9800,23.75,1.267,3,litoraneo
2025-08-05 00:00:00+00:00,Boa Viagem,-8.122818,-34.898669,5,0.45,9800,53.7,1.395,4,litoraneo
2025-08-06 00:00:00+00:00,Boa Viagem,-8.123172,-34.897543,5,0.45,9800,22.85,1.26,0,litoraneo
2025-08-07 00:00:00+00:00,Boa Viagem,-8.123258,-34.897737,5,0.45,9800,9.83,1.039,0,litoraneo
2025-08-08 00:00:00+00:00,Boa Viagem,-8.122665,-34.897353,5,0.45,9800,16.81,1.133,0,litoraneo
2025-08-09 00:00:00+00:00,Boa Viagem,-8.12227,-34.898078,5,0.45,9800,9.95,0.948,0,litoraneo
2025-08-10 00:00:00+00:00,Boa Viagem,-8.122519,-34.898412,5,0.45,9800,38.54,0.963,0,litoraneo
2025-08-11 00:00:00+00:00,Boa Viagem,-8.122613,-34.897349,5,0.45,9800,58.31,0.799,1,litoraneo
2025-08-12 00:00:00+00:00,Boa Viagem,-8.12258,-34.897383,5,0.45,9800,35.16,0.746,2,litoraneo
2025-08-13 00:00:00+00:00,Boa Viagem,-8.121162,-34.89753,5,0.45,9800,43.16,0.725,0,litoraneo
2025-08-14 00:00:00+00:00,Boa Viagem,-8.122855,-34.897892,5,0.45,9800,30.63,0.722,0,litoraneo
2025-08-15 00:00:00+00:00,Boa Viagem,-8.122464,-34.898658,5,0.45,9800,14.16,0.774,0,litoraneo
2025-08-16 00:00:00+00:00,Boa Viagem,-8.121656,-34.898682,5,0.45,9800,31.61,0.5,0,litoraneo
2025-08-17 00:00:00+00:00,Boa Viagem,-8.122543,-34.898683,5,0.45,9800,68.8,0.542,1,litoraneo
2025-08-18 00:00:00+00:00,Boa Viagem,-8.123414,-34.897785,5,0.45,9800,13.31,0.58,1,litoraneo
2025-08-19 00:00:00+00:00,Boa Viagem,-8.123557,-34.897485,5,0.45,9800,40.84,0.704,0,litoraneo
2025-08-20 00:00:00+00:00,Boa Viagem,-8.122412,-34.898042,5,0.45,9800,53.29,0.897,1,litoraneo
2025-08-21 00:00:00+00:00,Boa Viagem,-8.123328,-34.898325,5,0.45,9800,42.27,0.696,1,litoraneo
2025-08-22 00:00:00+00:00,Boa Viagem,-8.122926,-34.89799,5,0.45,9800,12.91,0.828,0,litoraneo
2025-08-23 00:00:00+00:00,Boa Viagem,-8.12307,-34.89875,5,0.45,9800,17.19,0.637,1,litoraneo
2025-08-24 00:00:00+00:00,Boa Viagem,-8.122326,-34.897953,5,0.45,9800,12.07,0.911,0,litoraneo
2025-08-25 00:00:00+00:00,Boa Viagem,-8.122787,-34.897353,5,0.45,9800,35.62,1.043,1,litoraneo
2025-08-26 00:00:00+00:00,Boa Viagem,-8.123079,-34.897956,5,0.45,9800,16.42,0.825,0,litoraneo
2025-08-27 00:00:00+00:00,Boa Viagem,-8.122789,-34.898939,5,0.45,9800,18.59,0.999,2,litoraneo
2025-08-28 00:00:00+00:00,Boa Viagem,-8.122521,-34.897844,5,0.45,9800,21.08,1.062,1,litoraneo
2025-08-29 00:00:00+00:00,Boa Viagem,-8.123235,-34.897838,5,0.45,9800,23.75,1.005,1,litoraneo
2025-08-30 00:00:00+00:00,Boa Viagem,-8.122338,-34.89706,5,0.45,9800,8.2,1.209,1,litoraneo
2025-08-31 00:00:00+00:00,Boa Viagem,-8.122307,-34.898593,5,0.45,9800,20.96,1.045,0,litoraneo
2025-09-01 00:00:00+00:00,Boa Viagem,-8.122292,-34.898002,5,0.45,9800,7.62,1.185,1,litoraneo
2025-09-02 00:00:00+00:00,Boa Viagem,-8.123425,-34.897614,5,0.45,9800,1.56,0.967,0,litoraneo
2025-09-03 00:00:00+00:00,Boa Viagem,-8.122495,-34.89782,5,0.45,9800,1.99,0.995,0,litoraneo
2025-09-04 00:00:00+00:00,Boa Viagem,-8.121836,-34.897777,5,0.45,9800,11.67,1.165,0,litoraneo
2025-09-05 00:00:00+00:00,Boa Viagem,-8.122223,-34.898563,5,0.45,9800,14.84,1.03,1,litoraneo
2025-09-06 00:00:00+00:00,Boa Viagem,-8.123566,-34.898364,5,0.45,9800,6.62,1.025,0,litoraneo
2025-09-07 00:00:00+00:00,Boa Viagem,-8.123371,-34.897723,5,0.45,9800,13.05,0.951,0,litoraneo
2025-09-08 00:00:00+00:00,Boa Viagem,-8.122611,-34.898095,5,0.45,9800,4.35,0.854,1,litoraneo
2025-09-09 00:00:00+00:00,Boa Viagem,-8.123081,-34.898514,5,0.45,9800,1.55,0.697,0,litoraneo
2025-09-10 00:00:00+00:00,Boa Viagem,-8.122355,-34.897271,5,0.45,9800,14.89,0.741,0,litoraneo
2025-09-11 00:00:00+00:00,Boa Viagem,-8.122925,-34.898468,5,0.45,9800,8.77,0.613,3,litoraneo
2025-09-12 00:00:00+00:00,Boa Viagem,-8.122303,-34.897673,5,0.45,9800,5.81,0.531,0,litoraneo
2025-09-13 00:00:00+00:00,Boa Viagem,-8.123422,-34.897321,5,0.45,9800,6.02,0.508,0,litoraneo
2025-09-14 00:00:00+00:00,Boa Viagem,-8.12296,-34.898277,5,0.45,9800,6.44,0.5,1,litoraneo
2025-09-15 00:00:00+00:00,Boa Viagem,-8.123201,-34.898052,5,0.45,9800,14.09,0.569,0,litoraneo
2025-09-16 00:00:00+00:00,Boa Viagem,-8.122249,-34.897554,5,0.45,9800,3.32,0.5,1,litoraneo
2025-09-17 00:00:00+00:00,Boa Viagem,-8.122444,-34.898285,5,0.45,9800,3.49,0.567,1,litoraneo
2025-09-18 00:00:00+00:00,Boa Viagem,-8.122082,-34.898714,5,0.45,9800,5.53,0.682,0,litoraneo
2025-09-19 00:00:00+00:00,Boa Viagem,-8.123683,-34.898003,5,0.45,9800,1.77,0.612,1,litoraneo
2025-09-20 00:00:00+00:00,Boa Viagem,-8.122258,-34.897967,5,0.45,9800,3.09,0.534,0,litoraneo
2025-09-21 00:00:00+00:00,Boa Viagem,-8.123136,-34.897469,5,0.45,9800,18.0,0.541,1,litoraneo
2025-09-22 00:00:00+00:00,Boa Viagem,-8.123825,-34.898141,5,0.45,9800,12.42,0.824,0,litoraneo
2025-09-23 00:00:00+00:00,Boa Viagem,-8.122907,-34.899601,5,0.45,9800,1.89,0.854,0,litoraneo
2025-09-24 00:00:00+00:00,Boa Viagem,-8.122303,-34.897349,5,0.45,9800,3.66,0.827,1,litoraneo
2025-09-25 00:00:00+00:00,Boa Viagem,-8.122901,-34.896974,5,0.45,9800,4.4,0.998,0,litoraneo
2025-09-26 00:00:00+00:00,Boa Viagem,-8.122284,-34.898504,5,0.45,9800,11.0,1.07,0,litoraneo
2025-09-27 00:00:00+00:00,Boa Viagem,-8.123181,-34.89795,5,0.45,9800,9.24,1.114,1,litoraneo
2025-09-28 00:00:00+00:00,Boa Viagem,-8.122423,-34.897733,5,0.45,9800,18.56,1.073,0,litoraneo
2025-09-29 00:00:00+00:00,Boa Viagem,-8.123157,-34.897211,5,0.45,9800,10.11,0.997,0,litoraneo
2025-09-30 00:00:00+00:00,Boa Viagem,-8.123573,-34.897138,5,0.45,9800,5.24,1.001,2,litoraneo
2025-10-01 00:00:00+00:00,Boa Viagem,-8.122795,-34.898541,5,0.45,9800,18.56,1.022,1,litoraneo
2025-10-02 00:00:00+00:00,Boa Viagem,-8.122445,-34.89787,5,0.45,9800,5.04,1.071,2,litoraneo
2025-10-03 00:00:00+00:00,Boa Viagem,-8.123301,-34.897757,5,0.45,9800,3.91,1.084,2,litoraneo
2025-10-04 00:00:00+00:00,Boa Viagem,-8.123879,-34.898115,5,0.45,9800,4.28,1.048,1,litoraneo
2025-10-05 00:00:00+00:00,Boa Viagem,-8.122066,-34.897815,5,0.45,9800,15.89,0.827,0,litoraneo
2025-10-06 00:00:00+00:00,Boa Viagem,-8.12239,-34.898256,5,0.45,9800,31.11,0.743,0,litoraneo
2025-10-07 00:00:00+00:00,Boa Viagem,-8.122247,-34.897948,5,0.45,9800,8.6,0.842,1,litoraneo
2025-10-08 00:00:00+00:00,Boa Viagem,-8.122263,-34.897691,5,0.45,9800,15.06,0.615,1,litoraneo
